id,twi_acc,twi_id,retwi,fav,desc,imgurl
846,"baronaite404",915444892809285632,3,17,Gernot Rasenberger https://t.co/zj5AQaMtup,https://pbs.twimg.com/media/DLRQQ6HWkAAPgIm.jpg
847,"baronaite404",915442055119360000,5,13,Jan Hendrik Weissenbruch https://t.co/dDCx9zKJh2,https://pbs.twimg.com/media/DLRNrsAXoAEeN4R.jpg
848,"baronaite404",915441372215283712,2,7,"Landschap in de omgeving van Den Haag, Willem Roelofs https://t.co/ePew8i7YdA",https://pbs.twimg.com/media/DLRND0jWsAAlynE.jpg
849,"baronaite404",915441166182682626,5,10,"Aert van der Neer, FROZEN GRACHT IN THE MOONLIGHT https://t.co/cL0iYrXUxe",https://pbs.twimg.com/media/DLRM2VXX0AA5ZHl.jpg
850,"baronaite404",915440618389852160,4,7,"Akseli Gallen-Kallela (1865-1931, Finland) Moonlight https://t.co/zjg7eXiP9F",https://pbs.twimg.com/media/DLRMXqTWkAALx2Q.jpg
851,"baronaite404",915436112314847232,0,3,John Christopher Wood https://t.co/IcPN4zMpUA,https://pbs.twimg.com/media/DLRIRyAXkAASuP7.jpg
852,"baronaite404",915435402944708608,1,5,"Landscape, Vence (1927) by Christopher Wood https://t.co/ADT2H4KiLG",https://pbs.twimg.com/media/DLRHoi0WsAAo3vv.jpg
853,"baronaite404",915435114146000896,1,7,"""A Chelsea Square, London"" by Christopher Wood, 1927 https://t.co/auwOLZOqHm",https://pbs.twimg.com/media/DLRHXhLX0AEiLPB.jpg
854,"baronaite404",915434802836328448,3,3,"William Roberts ‘The Port of London’, c.1920–4 https://t.co/81HtaienDp",https://pbs.twimg.com/media/DLRHFhLWsAECG3P.jpg
855,"baronaite404",915432627104047104,6,13,Hans Baluschek https://t.co/2lEfT1yFDh,https://pbs.twimg.com/media/DLRFCN6W4AAGMYf.jpg
856,"baronaite404",915432284697841665,5,9,"A View Down Akersgate, Oslo (c.1935). William H. Johnson. https://t.co/WGXOFeUtZd",https://pbs.twimg.com/media/DLREy6sXcAAdHQ9.jpg
857,"baronaite404",915432120000098304,0,3,"Felice Casorati (Italian, 1883-1963) https://t.co/ZFyM2RQr71",https://pbs.twimg.com/media/DLREowCW0AAhs_j.jpg
858,"baronaite404",915431417995255808,1,6,"Harold Harvey (1874 – 1941, English) https://t.co/Of1ZcxCvct",https://pbs.twimg.com/media/DLREAWOWsAEJUoq.jpg
859,"baronaite404",915420855383068672,9,18,"Aoba Castle in Sendai, by Kawase Hasui, 1933 https://t.co/D53I3FF7pQ",https://pbs.twimg.com/media/DLQ6Zw5W0AAGKJj.jpg
860,"baronaite404",915419952689106944,6,13,Shiro Kasamatsu https://t.co/Pz9oOBrfKv,https://pbs.twimg.com/media/DLQ5lDYXoAAqKyr.jpg
861,"baronaite404",915419398831210496,8,19,Hiroshi Yoshida https://t.co/CvZS9l49XX,https://pbs.twimg.com/media/DLQ5ElRXkAAa89x.jpg
862,"baronaite404",915418148224028672,3,7,"Kawase Hasui, Moonlight at Sanzenin Shrine, Kyoto, 1949 https://t.co/s1PsL964hK",https://pbs.twimg.com/media/DLQ38BsW4AAaFxj.jpg
863,"baronaite404",915417817264087041,4,8,"Matterhorn, Day by Hiroshi Yoshida, 1925 https://t.co/ZoykD4AX9G",https://pbs.twimg.com/media/DLQ3ozEXUAAkgE8.jpg
864,"baronaite404",915412138327461889,6,7,Paris Opera - #GeorgesStein. https://t.co/UgkNwsMuj1,https://pbs.twimg.com/media/DLQyd05WAAEHQjx.jpg
865,"baronaite404",915410097031012353,0,0,Edward Mitchell Bannister https://t.co/Tobw9D9JkA,https://pbs.twimg.com/media/DLQwnY2W0AAYB9m.jpg
866,"baronaite404",915409835071438848,0,1,"""The Golden Hour"", Willard Leroy Metcalf https://t.co/sf3pJ1gjKE",https://pbs.twimg.com/media/DLQwX_9WsAA6rIg.jpg
867,"baronaite404",915408901851549696,2,4,A French River Landscape - Frits Thaulow https://t.co/Oq2xAaGJRi,https://pbs.twimg.com/media/DLQvh4DW0AAJgsF.jpg
868,"baronaite404",915408055008989185,14,33,Vincent van Gogh. Reaper with Sickle (after Millet). https://t.co/osYQyAfxbF,https://pbs.twimg.com/media/DLQuwjDXkAEEyWk.jpg
869,"baronaite404",915254355678388227,3,11,Takahashi Hiroaki (Shotei) (1871-1945) - ca.1930s. https://t.co/fZ7pWhhW8z,https://pbs.twimg.com/media/DLOi95VXoAAlY_j.jpg
870,"baronaite404",915253571536539648,1,4,"Daniel Garber (American, 1880-1958) https://t.co/DOShb9dePz",https://pbs.twimg.com/media/DLOiQiZW4AAJHf0.jpg
871,"baronaite404",915251766761058306,3,6,"Maxfield Parrish     Wynken, Blynken, and Nod https://t.co/RoSEUkqtht",https://pbs.twimg.com/media/DLOgnadWkAEvf8C.jpg
872,"baronaite404",915236375183724546,12,0,"RT @baronaite404: Egon Schiele - ""Winding Brook"", 1906 https://t.co/p3JsY2RHwd",https://pbs.twimg.com/media/DLMxAcUWsAAAjJY.jpg
874,"baronaite404",915229869847531520,12,21,"""A Garden Party"" - Julius Garibaldi Melchers (1860-1932, American) https://t.co/upRfwPXODO",https://pbs.twimg.com/media/DLOMs94WkAAdWWH.jpg
875,"baronaite404",915229092441677824,1,5,Vladimir Kush https://t.co/Oj1xx3ax4I,https://pbs.twimg.com/media/DLOL_rXXcAIYBSu.jpg
876,"baronaite404",915228053730717697,5,8,Vladimir Kush - O Mestre do Surrealismo https://t.co/Vy0ubAc4Jx,https://pbs.twimg.com/media/DLOK8s9WkAIVRMT.jpg
877,"baronaite404",915227668571918336,3,10,Vladimir Kush // Surrealismo https://t.co/raIKIrh0tr,https://pbs.twimg.com/media/DLOKs4YX0AEqTO8.jpg
878,"baronaite404",915227440884146178,1,5,Svetoslav Stoyanov https://t.co/h87lrqCCD7,https://pbs.twimg.com/media/DLOKfdAW0AAQ5qU.jpg
879,"baronaite404",915227312152612864,4,17,Christopher De Gasperi https://t.co/3cAISadtfB,https://pbs.twimg.com/media/DLOKX72WAAEb_al.jpg
880,"baronaite404",915226797637222400,4,19,René Magritte https://t.co/wBfcuzz2Rs,https://pbs.twimg.com/media/DLOJ5sfXUAETmNJ.jpg
881,"baronaite404",915226201182089219,1,6,"Georgette at the Piano, 1923 Rene Magritte https://t.co/4x4zcVZkIk",https://pbs.twimg.com/media/DLOJXUQW0AAlEUk.jpg
882,"baronaite404",915223793366372352,1,5,"Frederick Carl Frieseke - Coral Earrings, 1912 https://t.co/3mSC88qwew",https://pbs.twimg.com/media/DLOHLy3XcAArG9c.jpg
883,"baronaite404",915223202896531456,1,7,"Carl Moll (Austrian, 1861-1945)  Park view (March), 1920 https://t.co/UlbD3yPJNj",https://pbs.twimg.com/media/DLOGokhXkAAt-ot.jpg
884,"baronaite404",915223011044806656,5,9,"Carl Moll (Austrian, 1861-1945) https://t.co/Nj6v7MlPlM",https://pbs.twimg.com/media/DLOGeKOXkAAycJR.jpg
885,"baronaite404",915222148419133440,2,7,Hans Andersen Brendekilde https://t.co/AeqUjNh3GA,https://pbs.twimg.com/media/DLOFsCBXUAA953g.jpg
886,"baronaite404",915221128595087360,1,9,"Nikolai Astrup (Norwegian, 1880-1928) Spring Mood by Old Cotter’s Farm https://t.co/EKgoQ9yf8Q",https://pbs.twimg.com/media/DLOEv5QW0AACbJL.jpg
887,"baronaite404",915220692592922624,0,4,"Fiddle player, 1957, Kai Fjell. Norwegian Painter, Printmaker (1907 - 1989). https://t.co/aFYTLGdboN",https://pbs.twimg.com/media/DLOEWMzXkAMNdow.jpg
888,"baronaite404",915220416108654593,0,1,Ker-Xavier Roussel (1867-1944) – Femme au peignoir bleu moucheté (ca 1891-1893) Collection particulière https://t.co/dzwXbfUJ12,https://pbs.twimg.com/media/DLOEGh-WAAAr5CS.jpg
889,"baronaite404",915217199710818305,10,10,"Paul Gauguin ~ Sunken Lane, 1884 https://t.co/2GM7XbV8ZO",https://pbs.twimg.com/media/DLOBLaRX0AAVYmC.jpg
890,"baronaite404",915216461962055680,10,10,The Courtyard Of The Hospital In Arles 1889 | Vincent van Gogh https://t.co/2f8dgFfTlK,https://pbs.twimg.com/media/DLOAgaoWAAAZ0fg.jpg
891,"baronaite404",915215354506416129,5,14,Avenue in the Park / Vincent van Gogh - 1888 https://t.co/7m75YZzxkV,https://pbs.twimg.com/media/DLN_gCcW4AEFZMj.jpg
892,"baronaite404",915215060653527040,1,1,MALCOLM T. LIEPKE https://t.co/boOnCs7ufo,https://pbs.twimg.com/media/DLN_O2XW0AAgZHm.jpg
893,"baronaite404",915214704146042880,2,7,"Carlton Alfred Smith (1853-1946) - The Letter, Lamplight, 1885 https://t.co/GUwUqDWIMF",https://pbs.twimg.com/media/DLN-6G9XoAA7M3J.jpg
894,"baronaite404",915212605207322625,3,7,Shrimps - Carlton Alfred Smith https://t.co/tOFDvIlN5P,https://pbs.twimg.com/media/DLN9ALmXkAAqMBy.jpg
895,"baronaite404",915212239245897729,5,7,In The Garden Gaston La Touche https://t.co/WUEPykHVnJ,https://pbs.twimg.com/media/DLN8qcgXUAAx58z.jpg
896,"baronaite404",915212036321288192,1,2,"Maternité - Gaston de La Touche (French, 1854-1913) https://t.co/Na21Fq2o6j",https://pbs.twimg.com/media/DLN8ewfX0AMAmeH.jpg
897,"baronaite404",915211736420175872,1,3,Gaston La Touche - Venetian Canal Scene https://t.co/EXE0R0TlDH,https://pbs.twimg.com/media/DLN8NPzX0AE4j73.jpg
898,"baronaite404",915211573018447872,4,10,The Autumn Walk (1896) by Gaston La Touche https://t.co/9NjKOY38RA,https://pbs.twimg.com/media/DLN8D_KXkAAyFkn.jpg
899,"baronaite404",915210348390690816,1,5,The Singer From Everett Shinn https://t.co/xsQ3kSh97O,https://pbs.twimg.com/media/DLN68sLXoAA3Qwz.jpg
900,"baronaite404",915209886203555841,6,16,Everett Shinn https://t.co/cM1KIb3XF2,https://pbs.twimg.com/media/DLN6hiCWsAA3ZGN.jpg
901,"baronaite404",915935582165008390,0,3,Tejo Verstappen https://t.co/vo8dqFvzIg,https://pbs.twimg.com/media/DLYOiteXcAAXXYa.jpg
902,"baronaite404",915931227978379264,2,5,Christian Skredsvig https://t.co/Rmrbi1XPDV,https://pbs.twimg.com/media/DLYKlNLXcAA2MIG.jpg
903,"baronaite404",915928150139457536,1,1,"""View of the Bridge,"" Ernest Lawson https://t.co/QxLZXR7vly",https://pbs.twimg.com/media/DLYHyJQXoAAEqC7.jpg
904,"baronaite404",915927220534874112,1,3,Moonlit Chapel Konstantin Kryzhitsky - 1898 https://t.co/DX6gyuYr6N,https://pbs.twimg.com/media/DLYG8GQXcAA1alM.jpg
905,"baronaite404",915926865646428160,1,3,Louis Abel Truchet - Notre Dame de París https://t.co/p1JwrbdWlV,https://pbs.twimg.com/media/DLYGnQlWAAAsjiQ.jpg
906,"baronaite404",915926162555195392,0,1,Jules Pascin https://t.co/8eFhYhglhd,https://pbs.twimg.com/media/DLYF-flXUAEBZ4j.jpg
907,"baronaite404",915925215657545730,2,0,Jordi Torrent Colomer https://t.co/1CFyHpA2Os,https://pbs.twimg.com/media/DLYFHZYXkAAV4Py.jpg
908,"baronaite404",915923905851854848,2,2,"William Patrick Roberts (1895-1980) ""The Farm"" (Country Scene) https://t.co/nmF1ks2HtZ",https://pbs.twimg.com/media/DLYD7FxWAAAiqbw.jpg
909,"baronaite404",915923031368900608,2,4,André Lhote https://t.co/q65iP9QHOx,https://pbs.twimg.com/media/DLYDIPyW4AASrwo.jpg
910,"baronaite404",915922263765024768,8,16,"Edward Hopper, Boy And Moon By 1906-1907 https://t.co/SIAvKFeZPr",https://pbs.twimg.com/media/DLYCbUrW4AIq5R4.jpg
911,"baronaite404",915921344604311552,2,5,"Felix Vallotton Swiss-born French, 1865 - 1925 Woman with Powder https://t.co/cxb72m9kD3",https://pbs.twimg.com/media/DLYBl55WAAASGBD.jpg
912,"baronaite404",915920441151299584,0,2,N.C. (Newell Convers) Wyeth https://t.co/9VjNK06ptp,https://pbs.twimg.com/media/DLYAxUSXkAA4-nc.jpg
913,"baronaite404",915919994642460673,3,8,"Tata and Katia in the mirror, 1917 - Zinaida Serebriakova https://t.co/rPwanEYdYh",https://pbs.twimg.com/media/DLYAXdlWkAAqt2q.jpg
914,"baronaite404",915919710755180544,0,1,"Nurse with baby, 1912 - Zinaida Serebriakova https://t.co/0GbDVrEoB4",https://pbs.twimg.com/media/DLYAG0wW4AE3dPX.jpg
915,"baronaite404",915917418849095681,1,6,Zinaida Serebriakova https://t.co/NEbWXOZVc5,https://pbs.twimg.com/media/DLX-BhFWsAErN9h.jpg
916,"baronaite404",915915629131128833,1,2,Andrew Wyeth https://t.co/LaaTKJAQlj,https://pbs.twimg.com/media/DLX8ZUqXkAAFAi6.jpg
917,"baronaite404",915913520105041922,0,3,John Glover (1767–1849) https://t.co/XDjpXf6kli,https://pbs.twimg.com/media/DLX6ehFW0AIkNK2.jpg
918,"baronaite404",915913298280960000,1,7,"John Glover Natives on the Ouse River, Van Diemens Land (1838) https://t.co/toXNMym2fJ",https://pbs.twimg.com/media/DLX6QxVXkAEsVLp.jpg
919,"baronaite404",915912321146523648,0,3,Henri de Toulouse-Lautrec. At the Moulin Rouge. 1892-93 https://t.co/KnP46k4Dp7,https://pbs.twimg.com/media/DLX5YryXUAAO8up.jpg
920,"baronaite404",915911797240102912,3,5,Edward John Poynter (1836-1919) The Violinist https://t.co/GGOh7aRiV6,https://pbs.twimg.com/media/DLX46PKW0AEY5ZY.jpg
921,"baronaite404",915911364534816768,2,10,Suzuki Harunobu (1725-1770) https://t.co/0262JiWyi7,https://pbs.twimg.com/media/DLX4g-uW4AAeO6d.jpg
922,"baronaite404",915911042424766464,0,2,Netting Killifish by Suzuki Harunobu https://t.co/p6Xo9FWbJF,https://pbs.twimg.com/media/DLX4OTXWsAACxdC.jpg
923,"baronaite404",915910178767343617,1,3,Takahashi Shotei (1871-1945) https://t.co/THXzV4ETDq,https://pbs.twimg.com/media/DLX3cAuWkAAs0_o.jpg
924,"baronaite404",915909705863712768,2,1,Kurt Solmssen https://t.co/dp8JYdavWu,https://pbs.twimg.com/media/DLX2_TOXUAIHj3T.jpg
925,"baronaite404",915905661573222401,4,6,"Leon Spilliaert, Three Trees, 1944 https://t.co/jrNoWeZarS",https://pbs.twimg.com/media/DLXzVKWWsAAZNNA.jpg
926,"baronaite404",915905332580405248,0,3,"Leon Spilliaert, Fisherwoman with a child in front of a ships bow https://t.co/pVmuUs4XSD",https://pbs.twimg.com/media/DLXzCH9XcAAVm3s.jpg
927,"baronaite404",915905018787713024,1,3,"Spilliaert, Léon intérieur https://t.co/MYSxAB2X6Z",https://pbs.twimg.com/media/DLXyvmGW0AIFeik.jpg
928,"baronaite404",915903676237086720,2,7,Guy Dessapt | Paris Autumn | French https://t.co/Ocvw0EAibU,https://pbs.twimg.com/media/DLXxhnaWAAA8jgO.jpg
929,"baronaite404",915903035263651840,0,1,MARCEL GROMAIRE https://t.co/3on29Yo97a,https://pbs.twimg.com/media/DLXw8RhXUAApvn6.jpg
930,"baronaite404",915902858213625857,1,1,MARCEL GROMAIRE https://t.co/i6ut4BUj0A,https://pbs.twimg.com/media/DLXwx_6X0AE8-ub.jpg
931,"baronaite404",915902072477962240,1,5,Hubertus van Hove https://t.co/SV5RQCxJpq,https://pbs.twimg.com/media/DLXwEA0WkAQLdm3.jpg
932,"baronaite404",915900825599381504,0,3,Fernand Toussaint ~ Belgian artist 1873-1956: Coquettish https://t.co/RHdrKf9bCT,https://pbs.twimg.com/media/DLXu7xWXoAA4UTm.jpg
933,"baronaite404",915900230167646208,2,4,"""Before the Mirror"" Thomas Wilmer Dewing https://t.co/Umu7ROCmGr",https://pbs.twimg.com/media/DLXuYn6XcAAcRi9.jpg
934,"baronaite404",915899961711185920,0,3,Frank Weston Benson (American 1862–1951) https://t.co/iW9zYyYkA2,https://pbs.twimg.com/media/DLXuJjJW0AEWF7H.jpg
935,"baronaite404",915899775857328128,5,12,Frank Weston Benson (American 1862–1951) https://t.co/XPfIrvTxv5,https://pbs.twimg.com/media/DLXt-qIXoAEahsd.jpg
936,"baronaite404",915899492532092928,0,4,Eleanor And Benny by Frank Weston Benson https://t.co/2qVjCimwLn,https://pbs.twimg.com/media/DLXtuCZXkAA0tJM.jpg
937,"baronaite404",915898815378595842,0,3,"Français, Jean Launois(1898 - 1942) https://t.co/WKRBgdlN4e",https://pbs.twimg.com/media/DLXtGjbXcAAujLh.jpg
938,"baronaite404",915898467196784641,0,0,La Source by Jean Hippolyte Marchand https://t.co/p98lFtKSJt,https://pbs.twimg.com/media/DLXsyiIXUAEt5HU.jpg
939,"baronaite404",915897708610715648,0,4,Andre Bieler - Canadian https://t.co/QpbL2IDcHc,https://pbs.twimg.com/media/DLXsGMKXcAE_VPM.jpg
940,"baronaite404",915897191373377536,3,7,"Sunday Morning by Edward William Stott (1859-1918, United Kingdom) https://t.co/0neABEivaR",https://pbs.twimg.com/media/DLXrn19XcAAy0rX.jpg
941,"baronaite404",915896838607310848,1,3,William Edward Stott (1859–1918) https://t.co/XtKsHA5Tgf,https://pbs.twimg.com/media/DLXrTenW0AAHPz-.jpg
942,"baronaite404",915896351275220992,2,7,William Edouard Scott (1884 – 1964) https://t.co/owBXQAzIIZ,https://pbs.twimg.com/media/DLXq3OTW0AE-2nU.jpg
943,"baronaite404",915825214872793088,2,11,EDMUND BLAIR LEIGHTON https://t.co/T0aqOwY5bw,https://pbs.twimg.com/media/DLWqKlqWsAAj_JX.jpg
944,"baronaite404",915823433556127745,2,5,"Thomas Faed (1826 – 1900, Scottish) https://t.co/aJe0OJZPo2",https://pbs.twimg.com/media/DLWoiwBWsAA8umE.jpg
945,"baronaite404",915821640746979328,0,2,Heinrich Vogeler : German (1872-1942) https://t.co/VIcOQX9VsM,https://pbs.twimg.com/media/DLWm6kjW0AA1hYX.jpg
946,"baronaite404",915820448448942080,15,35,"Stanislav Zhukovsky, Polish-Russian (1875–1944) Forest Lake (1934) https://t.co/uHKSV9uwFl",https://pbs.twimg.com/media/DLWl1H4X0AETyVi.jpg
947,"baronaite404",915819892791742466,0,7,"Alfred Sisley, ""A May Morning in Moret"" (1886) https://t.co/DhlplcTE4O",https://pbs.twimg.com/media/DLWlUOFW0AAVyJj.jpg
948,"baronaite404",915819400586022912,1,2,"Fritz Overbeck, ""Abendsonne"" (c. 1900) https://t.co/ojSm6RhC7f",https://pbs.twimg.com/media/DLWk3-RXcAERV5j.jpg
949,"baronaite404",915818731967778817,2,8,Franz Skarbina - Frühherbst (Early autumn) https://t.co/lcHy8pwQJq,https://pbs.twimg.com/media/DLWkQ56X0AAK0q9.jpg
950,"baronaite404",915816489097338881,0,5,Edouard Vuillard:  Window overlooking the Woods (1899) https://t.co/lPQVbNBk7X,https://pbs.twimg.com/media/DLWiOsKXcAEURR5.jpg
951,"baronaite404",915816213103697920,1,2,"Jakub Schikaneder (1855-1924) - Street in the Evening, Prague https://t.co/E4XrpRpifK",https://pbs.twimg.com/media/DLWh-reWAAA44ev.jpg
952,"baronaite404",915815343624523777,5,5,"FRANZ SKARBINA GERMAN, 1849-1910 https://t.co/sU0YDFT5TW",https://pbs.twimg.com/media/DLWhL96WsAAZz_k.jpg
953,"baronaite404",915814941353005056,0,4,"FRANZ SKARBINA GERMAN, 1849-1910 https://t.co/6vDiOJJ9G2",https://pbs.twimg.com/media/DLWg0c5W0AAlfyX.jpg
954,"baronaite404",915813146270498816,4,8,Pierre-Auguste Renoir https://t.co/jiBoSgPSHa,https://pbs.twimg.com/media/DLWfMDHX0AANnmZ.jpg
955,"baronaite404",915812496656814080,0,5,Henri Lebasque https://t.co/rZNZbQFGKo,https://pbs.twimg.com/media/DLWekueXcAAWBcp.jpg
956,"baronaite404",915812178892013568,0,4,Pierre DUMONT (1884-1936) https://t.co/B5XJveuTjp,https://pbs.twimg.com/media/DLWeT0KW4AALvmr.jpg
957,"baronaite404",915811788674957313,1,6,James C. Christensen https://t.co/EN5CbA70Tl,https://pbs.twimg.com/media/DLWd9AcXUAA_54Z.jpg
958,"baronaite404",915811236473909249,2,3,"""Safe Harbor,"" Emma Fordyce MacRae https://t.co/C1M5xg2cdO",https://pbs.twimg.com/media/DLWdcwDXUAEfH_y.jpg
959,"baronaite404",915809384021856256,1,4,"Vilno. Street., 1906 - Mstislav Dobuzhinsky https://t.co/k76wv63UuO",https://pbs.twimg.com/media/DLWbxE4WkAA6tag.jpg
960,"baronaite404",915809096070238209,1,5,"Spring in Kaunas, 1923 - Mstislav Dobuzhinsky https://t.co/YdL9pLHf7b",https://pbs.twimg.com/media/DLWbgPWW0AAa7Mm.jpg
961,"baronaite404",915807783253049344,2,13,"Alex Colville - Swimmer, 1962 ” https://t.co/9pBXlsuH4E",https://pbs.twimg.com/media/DLWaUDYXkAAWRla.jpg
962,"baronaite404",915807519020322818,3,9,Alex Colville https://t.co/07tfgCNU3X,https://pbs.twimg.com/media/DLWaESdXUAAyZWR.jpg
963,"baronaite404",915807317937070080,1,3,"Alex Colville, Woman at Clothesline (1956-57 https://t.co/egiqoaFFQ5",https://pbs.twimg.com/media/DLWZ41-X0AI_KD1.jpg
964,"baronaite404",915805778530963456,1,8,Alfred Jensen - Finkenwerder Fischkutter auf hoher See https://t.co/YZjNrEAvl7,https://pbs.twimg.com/media/DLWYdNTXcAAZy5K.jpg
965,"baronaite404",915803570221539329,0,1,Manuel Ruiz Pipo https://t.co/YrCt4aTT9x,https://pbs.twimg.com/media/DLWWeqBXUAA1gA6.jpg
966,"baronaite404",915802040537935872,2,9,Robert Ricart. https://t.co/QmYCE2mSUl,https://pbs.twimg.com/media/DLWVFYVXoAALZDe.jpg
967,"baronaite404",915801655802781696,0,5,"Roland Wakelin Richmond landscape, Tasmania (1944) https://t.co/sxOqDGE02A",https://pbs.twimg.com/media/DLWUug8WkAEvuhJ.jpg
968,"baronaite404",915801345155792896,0,2,Roland Wakelin River Road (1946) https://t.co/g85JDuEa3e,https://pbs.twimg.com/media/DLWUc2vXcAAnEKG.jpg
969,"baronaite404",915799238331813894,0,3,"My Wifes Garden, Gloucester, Massachusetts,"" Richard Hayley Lever https://t.co/GPhKL4z7RW",https://pbs.twimg.com/media/DLWSiLTW4AAoboD.jpg
970,"baronaite404",915798865139441664,1,3,"Richard Hayley Lever (1876-1958), Summer Street, ca. 1936. https://t.co/Dq9qva5XMa",https://pbs.twimg.com/media/DLWSM2-XcAAmV8K.jpg
971,"baronaite404",915775251912544256,6,14,Marc Chagall. https://t.co/CqQ2xNsjqW,https://pbs.twimg.com/media/DLV8piMX0AAh9U4.jpg
972,"baronaite404",915774366444552192,5,6,Marianne von Werefkin https://t.co/hxmXOdnQtd,https://pbs.twimg.com/media/DLV76u5XkAAYUjh.jpg
973,"baronaite404",915772240591036417,0,5,Spring Day on Karl Johan Street.Edvard Munch https://t.co/lWha6bFrKg,https://pbs.twimg.com/media/DLV53jHX0AYqRbd.jpg
974,"baronaite404",915771422588506112,0,3,Red Dress &amp; Tea -- Robert Bereny https://t.co/lQyvBGy7fN,https://pbs.twimg.com/media/DLV5PLaXcAAZgZd.jpg
1001,"cezanneart",915714880270987266,5,4,Still life with open drawer #fineart #cezanne https://t.co/OGwCPezbfZ,https://pbs.twimg.com/media/DLVF1JXWsAAy2pw.jpg
1002,"cezanneart",915705681763815424,4,0,"RT @artistseurat: Landscape with ""sinners"" Puvis de Chava #seurat #georgesseurat https://t.co/sKLY5XkvRB",https://pbs.twimg.com/media/DKyVsa0W0AAmQHC.jpg
1003,"cezanneart",915672688177315843,1,6,Promenade #paulcezanne #cezanne https://t.co/PzBj7xc1sz,https://pbs.twimg.com/media/DLUfdNGWAAAKReO.jpg
1004,"cezanneart",915645502267514889,4,2,The Garden at Les Lauves https://t.co/K3zWAJUZB0 #fineart #amazon https://t.co/UknEptA4C9,https://pbs.twimg.com/media/DLUGuwvW4Ag8USU.jpg
1005,"cezanneart",915645039287656450,8,9,Houses at the LEstaque https://t.co/WipYN64d8w #paulcezanne #cezanne https://t.co/v23QyyypLl,https://pbs.twimg.com/media/DLUGT09XUAAM-6k.jpg
1006,"cezanneart",915625856437047297,0,3,Madame Cezanne in a Yellow Chair #paulcezanne #cezanne https://t.co/wdQnEfnsZ0,https://pbs.twimg.com/media/DLT03QPXoAIjJs7.jpg
1007,"cezanneart",915615507948212224,7,0,RT @artistdegas: Horses in a Meadow #impressionism #degas https://t.co/C5B8nW22XR,https://pbs.twimg.com/media/DK3VXeKWkAEmnrb.jpg
1008,"cezanneart",915615407112904704,1,1,Strangled woman #fineart #impressionism https://t.co/thI9cim7Bt,https://pbs.twimg.com/media/DLTrXC-X0AAs3SS.jpg
1009,"cezanneart",915612770258780165,2,0,RT @redonart: The Port of Morgat #fineart #odilonredon https://t.co/uX7pTY0QUn,https://pbs.twimg.com/media/DK0rtG0W0AEKIuY.jpg
1010,"cezanneart",915611606716952576,2,8,Woman in a Green Hat (Madame Cezanne) #fineart #paulcezanne https://t.co/Qw5OckJb3J,https://pbs.twimg.com/media/DLTn5yAXUAAN7qp.jpg
1011,"cezanneart",915592579344986113,5,7,Bottom of the Ravine https://t.co/WKRtg5WHlL #cezanne #fineart https://t.co/czRVrWeUzX,https://pbs.twimg.com/media/DLTWmRRW0AUvEy7.jpg
1012,"cezanneart",915592455189336071,1,2,Alfred Sisley @sisleyalfred #artontwitter #sisley https://t.co/hJlKOw99eU,https://pbs.twimg.com/media/DLTWeXwU8AAq-ax.jpg
1013,"cezanneart",915553616349601792,1,4,Gustave Boyer in a Straw Hat #paulcezanne #romanticism https://t.co/pIgATeaxuf,https://pbs.twimg.com/media/DLSzKWOXUAAFDDK.jpg
1014,"cezanneart",915551904566005761,4,0,RT @artistgauguin: Crouching Tahitian woman #gauguin #arthistory https://t.co/JzoyKOrM5D,https://pbs.twimg.com/media/DKvoZFUWkAADtMu.jpg
1015,"cezanneart",915539666031529984,8,15,Still Life with Red Onions #cezanne #paulcezanne https://t.co/lUgmvnBdyF,https://pbs.twimg.com/media/DLSmeUaXoBEB9F-.jpg
1016,"cezanneart",915507325439496192,1,12,Rocks #fineart #paulcezanne https://t.co/ScMEluCWH3,https://pbs.twimg.com/media/DLSJD1kWsAEdsM5.jpg
1017,"cezanneart",915458564923232257,3,9,River in the plain #fineart #paulcezanne https://t.co/TnETc3N2jl,https://pbs.twimg.com/media/DLRctn8WkAAU4Fn.jpg
1018,"cezanneart",915448342360002560,13,19,Girl #fineart #cezanne https://t.co/C4HqmoOdQc,https://pbs.twimg.com/media/DLRTajkXoAAKYv4.jpg
1019,"cezanneart",915427581926748160,7,13,The Abandoned House #paulcezanne #fineart https://t.co/ECElTqVkbu,https://pbs.twimg.com/media/DLRAiHwWsAU_DMd.jpg
1020,"cezanneart",915356280818212866,12,26,Dish of Apples #cezanne #postimpressionism https://t.co/CiuY5fkgsG,https://pbs.twimg.com/media/DLP_r4WXcAAr4UU.jpg
1021,"cezanneart",915326405361233920,16,22,The Railway Cutting #impressionism #fineart https://t.co/Er1eX2uyJR,https://pbs.twimg.com/media/DLPkg4TXcAMPpUf.jpg
1022,"cezanneart",915313022150828034,4,5,Nude Female with Attendants #postimpressionism #cezanne https://t.co/JzrH2YamPH,https://pbs.twimg.com/media/DLPYV2FW0AIW15n.jpg
1023,"cezanneart",915267352601743360,6,9,Flowers and Fruit #postimpressionism #fineart https://t.co/bRTj0WPEMo,https://pbs.twimg.com/media/DLOuzmWXoAU3W4p.jpg
1024,"cezanneart",915253190743949313,15,31,Chateau Noir #cezanne #paulcezanne https://t.co/HCESCwWn3r,https://pbs.twimg.com/media/DLOh7QqXcAYQhH5.jpg
